gene,version,logFC,AveExpr,t,P.Value,adj.P.Val,significant,hgnc_symbol,description,gene_biotype
ENSG00000186480,12,3.315196535152837,7.619176425121708,17.995622245476465,5.839174736946553e-17,2.876836267720632e-14,TRUE,INSIG1,insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083],protein_coding
ENSG00000105971,14,4.15503472906147,6.775740701913413,17.888942336363666,6.78331048970008e-17,3.2267506277728483e-14,TRUE,CAV2,caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528],protein_coding
ENSG00000082701,15,3.6851289065196493,7.4451586566477745,17.667138530290863,9.286054304196323e-17,4.270037304212942e-14,TRUE,GSK3B,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617],protein_coding
ENSG00000064995,17,4.24451369730204,5.670792250836133,17.572158732927193,1.0633607392428948e-16,4.731955289630882e-14,TRUE,TAF11,TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544],protein_coding
ENSG00000171862,10,3.3943943871659172,7.033298429251355,17.50276785163958,1.1744708712292207e-16,5.0630705214397185e-14,TRUE,PTEN,phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588],protein_coding
ENSG00000173875,13,3.822919883786147,6.0864547474088155,17.411034261744515,1.3400642024166427e-16,5.601874446162905e-14,TRUE,ZNF791,zinc finger protein 791 [Source:HGNC Symbol;Acc:HGNC:26895],protein_coding
ENSG00000103855,17,3.3324661063427596,7.841443951558214,17.389114521055927,1.3830904841556118e-16,5.611686243801961e-14,TRUE,CD276,CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137],protein_coding
ENSG00000059804,15,3.363966242806585,8.565459415875248,16.573693486607667,4.592170810647135e-16,1.8099713237964922e-13,TRUE,SLC2A3,solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007],protein_coding
ENSG00000035141,7,3.0653201179934344,7.417002559887359,16.117387135835877,9.18325944548762e-16,3.5189740014028255e-13,TRUE,FAM136A,family with sequence similarity 136 member A [Source:HGNC Symbol;Acc:HGNC:25911],protein_coding
ENSG00000144233,9,4.225564324618642,5.527464715534769,16.055825112483927,1.0095735650974256e-15,3.764072251491618e-13,TRUE,AMMECR1L,AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658],protein_coding
ENSG00000162063,12,3.4244797647122507,6.528713430160882,16.022531661833703,1.062767842448024e-15,3.85812694383434e-13,TRUE,CCNF,cyclin F [Source:HGNC Symbol;Acc:HGNC:1591],protein_coding
ENSG00000021826,15,3.1382354530396572,8.45620032383731,15.962261039126679,1.1665624107676058e-15,4.0479674100521817e-13,TRUE,CPS1,carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323],protein_coding
ENSG00000188643,10,2.856343933447338,8.10235071672335,15.958295131513285,1.1737491584058519e-15,4.0479674100521817e-13,TRUE,S100A16,S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441],protein_coding
ENSG00000169018,5,4.005050782588694,6.215710456347659,15.806645044982918,1.485857772427759e-15,4.9993677977173e-13,TRUE,FEM1B,fem-1 homolog B [Source:HGNC Symbol;Acc:HGNC:3649],protein_coding
ENSG00000136381,12,3.4708664250011827,6.8693393102802816,15.7419574543154,1.6439894423978252e-15,5.341351490000228e-13,TRUE,IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115],protein_coding
ENSG00000125484,11,3.3222556701632087,6.753152846863061,15.733873937940412,1.6649373981153303e-15,5.341351490000228e-13,TRUE,GTF3C4,general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667],protein_coding
ENSG00000109381,19,5.07222030622186,4.897075560765938,15.657829479571982,1.876106383262413e-15,5.882019899342042e-13,TRUE,ELF2,E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317],protein_coding
ENSG00000108821,13,4.514921629571179,5.853013023518413,15.626618373197822,1.970523910289559e-15,6.040750520543214e-13,TRUE,COL1A1,collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197],protein_coding
ENSG00000112290,12,3.7021351185659306,5.597406233279332,15.523085807207595,2.3206089686401125e-15,6.959304504867467e-13,TRUE,WASF1,WAS protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12732],protein_coding
ENSG00000088356,5,3.451881352212391,5.746348954247593,15.23562791271661,3.671257507419459e-15,1.0775531343585413e-12,TRUE,PDRG1,p53 and DNA damage regulated 1 [Source:HGNC Symbol;Acc:HGNC:16119],protein_coding
ENSG00000113761,11,4.785886861624402,4.6919564754758385,15.160050371118711,4.146665852264962e-15,1.1917344881665656e-12,TRUE,ZNF346,zinc finger protein 346 [Source:HGNC Symbol;Acc:HGNC:16403],protein_coding
ENSG00000185650,9,3.76006706372692,6.34107466775845,15.13906275178349,4.2895371464808335e-15,1.2076360190959816e-12,TRUE,ZFP36L1,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107],protein_coding
ENSG00000143842,14,4.0020712683813535,5.219746432817943,15.066261431699575,4.826128168083196e-15,1.3315287615741538e-12,TRUE,SOX13,SRY-box 13 [Source:HGNC Symbol;Acc:HGNC:11192],protein_coding
ENSG00000122482,20,3.491960219459119,6.074313890470362,15.023907099840045,5.1697367398577574e-15,1.3983631044379953e-12,TRUE,ZNF644,zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222],protein_coding
ENSG00000158615,8,3.217692503827429,7.717004431300084,14.993337527773685,5.4333672844821955e-15,1.4414096478736902e-12,TRUE,PPP1R15B,protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951],protein_coding
ENSG00000130635,15,3.8734981041889753,7.475991792920785,14.96910131819225,5.6522321039616614e-15,1.4711800353613417e-12,TRUE,COL5A1,collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209],protein_coding
ENSG00000067182,7,2.7446268415629698,7.691944951275474,14.848438495096083,6.8854505116926e-15,1.7589775890518412e-12,TRUE,TNFRSF1A,TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916],protein_coding
ENSG00000187605,15,4.657438022218343,5.808056640448006,14.796102949625674,7.503900009941188e-15,1.8821145570388855e-12,TRUE,TET3,tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313],protein_coding
ENSG00000154124,4,3.3872173045776366,6.320787538293327,14.765294548525993,7.89430700772824e-15,1.944677949493055e-12,TRUE,OTULIN,OTU deubiquitinase with linear linkage specificity [Source:HGNC Symbol;Acc:HGNC:25118],protein_coding
ENSG00000165732,12,2.9154924543877474,7.788868934326743,14.698594241387873,8.8133653206691e-15,2.1329890280461443e-12,TRUE,DDX21,DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744],protein_coding
ENSG00000132510,10,4.065888098510001,5.3194482782709995,14.642855166414426,9.6658901318888625e-15,2.2989819718863253e-12,TRUE,KDM6B,lysine demethylase 6B [Source:HGNC Symbol;Acc:HGNC:29012],protein_coding
ENSG00000134986,13,4.681180163059382,4.936035583364719,14.573743545463746,1.0842603858216416e-14,2.5326544555471215e-12,TRUE,NREP,neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834],protein_coding
ENSG00000087510,6,5.041408067414775,4.639420002589518,14.564256951014475,1.1015532245946162e-14,2.5326544555471215e-12,TRUE,TFAP2C,transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744],protein_coding
ENSG00000104885,17,3.693671607586821,5.742738856652901,14.37800578930798,1.5045944602465772e-14,3.317594514157395e-12,TRUE,DOT1L,DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948],protein_coding
ENSG00000100811,12,2.5978142266244637,8.01996903259735,14.375616396929923,1.5106553473479077e-14,3.317594514157395e-12,TRUE,YY1,YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856],protein_coding
ENSG00000131873,6,3.7482952566527814,5.633620896519345,14.37387020420415,1.5151029676833337e-14,3.317594514157395e-12,TRUE,CHSY1,chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198],protein_coding
ENSG00000186660,14,3.0733309703966123,6.782889887022604,14.34423140861379,1.5926627727007296e-14,3.4329348358447756e-12,TRUE,ZFP91,ZFP91 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:14983],protein_coding
ENSG00000183530,13,3.710295448483702,6.377053767567684,14.314791305842906,1.673768180703593e-14,3.552251085047087e-12,TRUE,PRR14L,proline rich 14 like [Source:HGNC Symbol;Acc:HGNC:28738],protein_coding
ENSG00000167767,13,3.614354944912769,6.285999510118782,14.222603454744597,1.9564334766979566e-14,4.089242395613381e-12,TRUE,KRT80,keratin 80 [Source:HGNC Symbol;Acc:HGNC:27056],protein_coding
ENSG00000168769,13,4.513111815308669,4.6515296849773184,14.064546657987755,2.5612639138731384e-14,5.273527715205962e-12,TRUE,TET2,tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941],protein_coding
ENSG00000112078,13,2.947852029929897,7.324347798066073,14.020335633506123,2.7628159536747935e-14,5.6048597177858496e-12,TRUE,KCTD20,potassium channel tetramerization domain containing 20 [Source:HGNC Symbol;Acc:HGNC:21052],protein_coding
ENSG00000137710,15,2.95397443529552,6.987817497910027,14.009329738465379,2.8154977051261657e-14,5.628955194523979e-12,TRUE,RDX,radixin [Source:HGNC Symbol;Acc:HGNC:9944],protein_coding
ENSG00000145016,15,3.8535897972625324,4.940331469457808,13.9725114244023,2.999398622775053e-14,5.9109577144545514e-12,TRUE,RUBCN,RUN and cysteine rich domain containing beclin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:28991],protein_coding
ENSG00000114744,8,3.71551133030907,5.905315985253154,13.942174084346922,3.1602175082846865e-14,6.140169088279894e-12,TRUE,COMMD2,COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993],protein_coding
ENSG00000124151,18,3.7997724122653844,6.387187621197557,13.849528931940508,3.70869621475447e-14,7.105758928130266e-12,TRUE,NCOA3,nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670],protein_coding
ENSG00000215012,8,3.555408060880569,5.364869411576534,13.807849445806422,3.986622302248167e-14,7.533623925960749e-12,TRUE,RTL10,retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112],protein_coding
ENSG00000141965,4,3.31093113592898,5.920612831964962,13.72873273762659,4.5748542876876746e-14,8.528393905223171e-12,TRUE,FEM1A,fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934],protein_coding
ENSG00000163602,10,3.316008053256648,5.729363811926866,13.619556777707947,5.537180276049361e-14,1.0184720254413458e-11,TRUE,RYBP,RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:HGNC:10480],protein_coding
ENSG00000161202,18,3.285471965316064,6.409427484949706,13.582238477203816,5.91213325734138e-14,1.0731299774345307e-11,TRUE,DVL3,dishevelled segment polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:3087],protein_coding
ENSG00000136868,10,2.7160416157276623,7.130423529726422,13.559563922571947,6.152653673419408e-14,1.1022838626600096e-11,TRUE,SLC31A1,solute carrier family 31 member 1 [Source:HGNC Symbol;Acc:HGNC:11016],protein_coding
ENSG00000166225,8,3.4054479171485132,6.0941760319772484,13.540548708601769,6.362133117478697e-14,1.1252003378925465e-11,TRUE,FRS2,fibroblast growth factor receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:16971],protein_coding
ENSG00000137770,13,3.7467689341045958,6.220992052234771,13.528838965137021,6.494784270160475e-14,1.1341208735046044e-11,TRUE,CTDSPL2,CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936],protein_coding
ENSG00000184402,14,4.225007233091727,4.696111253717028,13.487495381718293,6.986411621456273e-14,1.204719353974866e-11,TRUE,SS18L1,"SS18L1, nBAF chromatin remodeling complex subunit [Source:HGNC Symbol;Acc:HGNC:15592]",protein_coding
ENSG00000140534,13,3.823790261178872,5.617590132253694,13.468856981537732,7.22040067065715e-14,1.229696632737227e-11,TRUE,TICRR,TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704],protein_coding
ENSG00000119314,15,3.080871251061092,7.058122777273155,13.45212200407656,7.437398321069457e-14,1.2512062175506483e-11,TRUE,PTBP3,polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253],protein_coding
ENSG00000198018,6,4.738122294639211,4.557075621750277,13.42469181834758,7.80794234693829e-14,1.2977176466989603e-11,TRUE,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745],protein_coding
ENSG00000275052,4,3.329059096057522,5.767371219074128,13.293629060142775,9.858590626532813e-14,1.6018543895187427e-11,TRUE,PPP4R3B,protein phosphatase 4 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:29267],protein_coding
ENSG00000162636,15,3.1501447311325803,6.243776738836519,13.29297740317433,9.870070540709906e-14,1.6018543895187427e-11,TRUE,FAM102B,family with sequence similarity 102 member B [Source:HGNC Symbol;Acc:HGNC:27637],protein_coding
ENSG00000158470,5,3.0659331473775637,6.225842294136178,13.218336408124744,1.1280776738242299e-13,1.809515291907587e-11,TRUE,B4GALT5,"beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]",protein_coding
ENSG00000068383,18,3.354775283107405,5.730441971998605,13.16854007403596,1.2336190464940312e-13,1.9363563988255826e-11,TRUE,INPP5A,inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076],protein_coding
ENSG00000052723,11,3.4098858051037935,5.762130216504693,13.167816539746012,1.2352255389391176e-13,1.9363563988255826e-11,TRUE,SIKE1,suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:HGNC:26119],protein_coding
ENSG00000135862,5,3.417923626314008,6.329126423985215,13.15664656068221,1.260301057559963e-13,1.9534666392179426e-11,TRUE,LAMC1,laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492],protein_coding
ENSG00000170265,11,4.073374087531008,4.800266305543065,13.126013559342802,1.3318032081609068e-13,2.0413583618421898e-11,TRUE,ZNF282,zinc finger protein 282 [Source:HGNC Symbol;Acc:HGNC:13076],protein_coding
ENSG00000130508,10,3.138492177636497,6.270749090762754,13.098891974295958,1.3985889581146456e-13,2.120168645845224e-11,TRUE,PXDN,peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966],protein_coding
ENSG00000179051,13,2.9445243787488318,6.619505540663155,13.0802129218656,1.4465894138423692e-13,2.1690979308647263e-11,TRUE,RCC2,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297],protein_coding
ENSG00000166398,12,4.0615390487920715,4.6429677979499955,13.036287964607952,1.5662831694021636e-13,2.31339075025513e-11,TRUE,KIAA0355,KIAA0355 [Source:HGNC Symbol;Acc:HGNC:29016],protein_coding
ENSG00000108587,15,3.004810618378764,6.113376290302957,13.032747400446901,1.5763590469299182e-13,2.31339075025513e-11,TRUE,GOSR1,golgi SNAP receptor complex member 1 [Source:HGNC Symbol;Acc:HGNC:4430],protein_coding
ENSG00000106346,11,3.8416470300764476,4.579733350536579,12.962416573943383,1.7911113312019703e-13,2.6008821909401245e-11,TRUE,USP42,ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068],protein_coding
ENSG00000100311,16,4.1578848494626115,5.161423230849751,12.9421259859397,1.8585201800119507e-13,2.670654779506756e-11,TRUE,PDGFB,platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800],protein_coding
ENSG00000113161,15,3.134711107503634,6.103024742088243,12.93050799428082,1.8982760043088324e-13,2.699661595818592e-11,TRUE,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006],protein_coding
ENSG00000134717,17,3.210651727547555,6.619556146601752,12.912561298880275,1.9614352701343864e-13,2.761020362398353e-11,TRUE,BTF3L4,basic transcription factor 3 like 4 [Source:HGNC Symbol;Acc:HGNC:30547],protein_coding
ENSG00000160014,16,2.7971856316961334,7.5482106247023735,12.893684068675485,2.030210843258204e-13,2.8289655134087804e-11,TRUE,CALM3,calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449],protein_coding
ENSG00000075420,12,2.734869232800196,6.8898449501634325,12.88108061139383,2.0775091799427633e-13,2.8659239137310416e-11,TRUE,FNDC3B,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670],protein_coding
ENSG00000101193,7,3.385246735956658,5.855928233003112,12.874827494930502,2.1013966264530566e-13,2.8701748972197936e-11,TRUE,GID8,GID complex subunit 8 homolog [Source:HGNC Symbol;Acc:HGNC:15857],protein_coding
ENSG00000173621,8,3.321025830673046,5.333750306160949,12.860373548779316,2.1577004915859733e-13,2.918184145238088e-11,TRUE,LRFN4,leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456],protein_coding
ENSG00000184675,10,4.148908263967332,4.148711717922396,12.764589251344928,2.5723420077644613e-13,3.3950658586924564e-11,TRUE,AMER1,APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837],protein_coding
ENSG00000185129,5,3.0902215718548334,6.170386754157268,12.762227916300592,2.5835304533190653e-13,3.3950658586924564e-11,TRUE,PURA,purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701],protein_coding
ENSG00000139218,17,2.703424065630103,7.081897709360156,12.7621000021959,2.5841385658768246e-13,3.3950658586924564e-11,TRUE,SCAF11,SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784],protein_coding
ENSG00000143294,14,2.8907000429857828,6.334161661751774,12.695929032109508,2.9194505590488076e-13,3.799417024724368e-11,TRUE,PRCC,proline rich mitotic checkpoint control factor [Source:HGNC Symbol;Acc:HGNC:9343],protein_coding
ENSG00000084093,16,3.241937861831614,5.884008912365042,12.69017096356382,2.9506743494224315e-13,3.804163799091817e-11,TRUE,REST,RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966],protein_coding
ENSG00000136826,14,4.625520917946107,6.0260410282236965,12.644919705415976,3.2084191262830924e-13,4.098161282136598e-11,TRUE,KLF4,Kruppel like factor 4 [Source:HGNC Symbol;Acc:HGNC:6348],protein_coding
ENSG00000165671,20,3.328291807577764,6.61634089263917,12.63718280073787,3.254682527045603e-13,4.119114262439825e-11,TRUE,NSD1,nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:HGNC:14234],protein_coding
ENSG00000253293,4,4.165234450880704,5.021087569312915,12.620468178000642,3.357155334798638e-13,4.210177985777019e-11,TRUE,HOXA10,homeobox A10 [Source:HGNC Symbol;Acc:HGNC:5100],protein_coding
ENSG00000173473,10,2.6894778453457153,7.09404800324043,12.594387927234866,3.5236868899030884e-13,4.379212670830009e-11,TRUE,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]",protein_coding
ENSG00000166619,13,3.1766174963039573,5.6426364466824666,12.502724212336979,4.179783970078054e-13,5.148224988145246e-11,TRUE,BLCAP,"BLCAP, apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:1055]",protein_coding
ENSG00000225830,12,3.1965911142731436,5.7887258231388845,12.424806459283069,4.836107370492487e-13,5.903902758933085e-11,TRUE,ERCC6,"ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]",protein_coding
ENSG00000196083,9,3.306859022043434,6.3612221187689,12.327585272099192,5.806680942517005e-13,7.02659329842299e-11,TRUE,IL1RAP,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995],protein_coding
ENSG00000143924,18,3.0835485734336263,6.527590213727661,12.278574506961556,6.369996277624463e-13,7.597913312909658e-11,TRUE,EML4,echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316],protein_coding
ENSG00000172380,5,2.499375687439163,7.656305183013579,12.277002716693362,6.388966613247701e-13,7.597913312909658e-11,TRUE,GNG12,G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663],protein_coding
ENSG00000100221,10,2.7011257630867096,6.5969091958561945,12.257594118175334,6.628073725056301e-13,7.814895473260826e-11,TRUE,JOSD1,Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953],protein_coding
ENSG00000157978,11,3.7149137957379565,4.601617819328607,12.22038877942022,7.112559988718414e-13,8.315064834268688e-11,TRUE,LDLRAP1,low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640],protein_coding
ENSG00000215301,10,2.6319218959104775,7.640009139071683,12.154225566346057,8.066261302967283e-13,9.350762577683502e-11,TRUE,DDX3X,DEAD-box helicase 3 X-linked [Source:HGNC Symbol;Acc:HGNC:2745],protein_coding
ENSG00000129933,20,3.1901340679995496,5.510737328850295,12.096724211405535,9.001908542368391e-13,1.0348444028497662e-10,TRUE,MAU2,MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140],protein_coding
ENSG00000169855,19,2.922210101022036,5.778405696380056,12.072874850556246,9.422138716583423e-13,1.0742016826055232e-10,TRUE,ROBO1,roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249],protein_coding
